voltage,current,power,power_factor,frequency,hour,day_of_week,apparent_power,reactive_power_estimate,power_change,power_ratio,voltage_deviation,frequency_deviation,power_factor_deviation,night_flag,high_load_flag,condition,label
232.91,2.697,591.83,0.942,-10.0,17,3,628.158,210.818,-158.17,0.789,2.91,60.0,0.008,0,0,SENSOR_FAULT,6
500.0,3.104,679.73,0.949,50.064,18,3,1552.0,489.308,-70.27,0.906,270.0,0.064,0.001,0,0,SENSOR_FAULT,6
228.96,4.49,928.09,0.903,-10.0,18,3,1028.03,441.684,178.09,1.237,1.04,60.0,0.047,0,0,SENSOR_FAULT,6
228.27,3.05,639.58,0.919,100.0,18,3,696.223,274.491,-110.42,0.853,1.73,50.0,0.031,0,0,SENSOR_FAULT,6
233.18,2.352,517.4,0.944,100.0,18,3,548.439,180.955,-232.6,0.69,3.18,50.0,0.006,0,0,SENSOR_FAULT,6
229.57,3.031,659.66,-1.0,49.978,19,3,695.827,0.0,-90.34,0.88,0.43,0.022,1.95,0,0,SENSOR_FAULT,6
231.16,-5.0,927.14,0.981,50.055,19,3,-1155.8,-224.234,177.14,1.236,1.16,0.055,0.031,0,0,SENSOR_FAULT,6
227.49,3.952,878.24,0.977,-10.0,19,3,899.04,191.711,128.24,1.171,2.51,60.0,0.027,0,0,SENSOR_FAULT,6
229.66,3.329,749.47,0.98,100.0,19,3,764.538,152.141,-0.53,0.999,0.34,50.0,0.03,0,0,SENSOR_FAULT,6
231.1,3.763,818.55,0.941,-10.0,20,3,869.629,294.288,68.55,1.091,1.1,60.0,0.009,0,0,SENSOR_FAULT,6
0.0,3.783,803.63,0.92,49.941,20,3,0.0,0.0,53.63,1.072,230.0,0.059,0.03,0,0,SENSOR_FAULT,6
231.11,2.457,557.26,0.981,-10.0,20,3,567.837,110.165,-192.74,0.743,1.11,60.0,0.031,0,0,SENSOR_FAULT,6
229.33,3.681,780.94,0.925,100.0,20,3,844.164,320.754,30.94,1.041,0.67,50.0,0.025,0,0,SENSOR_FAULT,6
233.16,500.0,846.5,0.913,49.997,21,3,116580.0,47559.925,96.5,1.129,3.16,0.003,0.037,0,0,SENSOR_FAULT,6
228.1,4.441,969.5,0.957,100.0,21,3,1012.992,293.857,219.5,1.293,1.9,50.0,0.007,0,0,SENSOR_FAULT,6
232.24,2.79,590.8,0.912,-10.0,21,3,647.95,265.783,-159.2,0.788,2.24,60.0,0.038,0,0,SENSOR_FAULT,6
-10.0,3.959,852.99,0.934,49.951,21,3,-39.59,-14.144,102.99,1.137,240.0,0.049,0.016,0,0,SENSOR_FAULT,6
234.22,2.083,471.58,0.966,100.0,22,3,487.88,126.138,121.58,1.347,4.22,50.0,0.016,0,0,SENSOR_FAULT,6
0.0,2.31,510.57,0.959,50.056,22,3,0.0,0.0,160.57,1.459,230.0,0.056,0.009,0,0,SENSOR_FAULT,6
0.0,2.003,450.16,0.975,49.995,22,3,0.0,0.0,100.16,1.286,230.0,0.005,0.025,0,0,SENSOR_FAULT,6
228.04,1.289,268.3,2.0,49.996,22,3,293.944,0.0,-81.7,0.767,1.96,0.004,1.05,0,0,SENSOR_FAULT,6
226.47,-5.0,297.7,0.933,49.974,23,3,-1132.35,-407.506,-52.3,0.851,3.53,0.026,0.017,0,0,SENSOR_FAULT,6
226.3,1.741,368.68,0.936,100.0,23,3,393.988,138.684,18.68,1.053,3.7,50.0,0.014,0,0,SENSOR_FAULT,6
500.0,1.568,347.33,0.968,50.036,23,3,784.0,196.745,-2.67,0.992,270.0,0.036,0.018,0,0,SENSOR_FAULT,6
500.0,1.995,438.88,0.955,50.007,23,3,997.5,295.864,88.88,1.254,270.0,0.007,0.005,0,0,SENSOR_FAULT,6
227.64,0.465,97.31,0.918,100.0,0,4,105.853,41.979,-32.69,0.749,2.36,50.0,0.032,1,0,SENSOR_FAULT,6
0.0,0.348,76.12,0.951,50.098,0,4,0.0,0.0,-53.88,0.586,230.0,0.098,0.001,1,0,SENSOR_FAULT,6
228.26,0.809,180.15,0.975,100.0,0,4,184.662,41.033,50.15,1.386,1.74,50.0,0.025,1,0,SENSOR_FAULT,6
227.18,0.825,176.47,2.0,49.984,0,4,187.423,0.0,46.47,1.357,2.82,0.016,1.05,1,0,SENSOR_FAULT,6
230.47,0.49,108.19,0.959,-10.0,1,4,112.93,32.005,-21.81,0.832,0.47,60.0,0.009,1,0,SENSOR_FAULT,6
500.0,0.807,178.21,0.937,50.044,1,4,403.5,140.954,48.21,1.371,270.0,0.044,0.013,1,0,SENSOR_FAULT,6
0.0,0.338,73.56,0.943,50.003,1,4,0.0,0.0,-56.44,0.566,230.0,0.003,0.007,1,0,SENSOR_FAULT,6
231.59,0.582,126.63,1.5,50.018,1,4,134.785,0.0,-3.37,0.974,1.59,0.018,0.55,1,0,SENSOR_FAULT,6
-10.0,0.868,182.42,0.909,50.098,2,4,-8.68,-3.618,52.42,1.403,240.0,0.098,0.041,1,0,SENSOR_FAULT,6
231.08,0.727,156.13,0.93,100.0,2,4,167.995,61.748,26.13,1.201,1.08,50.0,0.02,1,0,SENSOR_FAULT,6
225.17,0.87,177.33,0.905,100.0,2,4,195.898,83.337,47.33,1.364,4.83,50.0,0.045,1,0,SENSOR_FAULT,6
0.0,0.704,153.13,0.936,50.013,2,4,0.0,0.0,23.13,1.178,230.0,0.013,0.014,1,0,SENSOR_FAULT,6
228.22,-5.0,120.83,0.964,50.065,3,4,-1141.1,-303.421,-9.17,0.929,1.78,0.065,0.014,1,0,SENSOR_FAULT,6
231.07,500.0,127.19,0.936,49.931,3,4,115535.0,40668.32,-2.81,0.978,1.07,0.069,0.014,1,0,SENSOR_FAULT,6
231.26,-5.0,172.39,0.952,50.003,3,4,-1156.3,-353.941,42.39,1.326,1.26,0.003,0.002,1,0,SENSOR_FAULT,6
228.33,0.87,185.95,1.5,50.002,3,4,198.647,0.0,55.95,1.43,1.67,0.002,0.55,1,0,SENSOR_FAULT,6
233.86,0.571,131.01,0.981,-10.0,4,4,133.534,25.907,1.01,1.008,3.86,60.0,0.031,1,0,SENSOR_FAULT,6
231.36,-5.0,125.36,0.934,50.035,4,4,-1156.8,-413.293,-4.64,0.964,1.36,0.035,0.016,1,0,SENSOR_FAULT,6
0.0,0.476,106.18,0.954,50.012,4,4,0.0,0.0,-23.82,0.817,230.0,0.012,0.004,1,0,SENSOR_FAULT,6
230.56,-5.0,166.92,0.952,50.068,4,4,-1152.8,-352.87,36.92,1.284,0.56,0.068,0.002,1,0,SENSOR_FAULT,6
230.3,0.592,132.17,0.969,100.0,5,4,136.338,33.684,2.17,1.017,0.3,50.0,0.019,1,0,SENSOR_FAULT,6
229.14,500.0,121.9,0.926,49.957,5,4,114570.0,43252.868,-8.1,0.938,0.86,0.043,0.024,1,0,SENSOR_FAULT,6
232.35,0.718,153.51,0.921,100.0,5,4,166.827,64.99,23.51,1.181,2.35,50.0,0.029,1,0,SENSOR_FAULT,6
-10.0,0.41,91.0,0.961,49.981,5,4,-4.1,-1.134,-39.0,0.7,240.0,0.019,0.011,1,0,SENSOR_FAULT,6
231.65,2.764,579.19,1.5,50.023,6,4,640.281,0.0,79.19,1.158,1.65,0.023,0.55,0,0,SENSOR_FAULT,6
500.0,2.659,564.63,0.937,49.936,6,4,1329.5,464.433,64.63,1.129,270.0,0.064,0.013,0,0,SENSOR_FAULT,6
230.44,-5.0,342.75,0.981,50.006,6,4,-1152.2,-223.536,-157.25,0.685,0.44,0.006,0.031,0,0,SENSOR_FAULT,6
233.21,1.863,391.26,1.5,49.949,6,4,434.47,0.0,-108.74,0.783,3.21,0.051,0.55,0,0,SENSOR_FAULT,6
236.28,2.373,511.36,0.912,-10.0,7,4,560.692,229.991,11.36,1.023,6.28,60.0,0.038,0,0,SENSOR_FAULT,6
226.28,1.918,428.21,2.0,50.021,7,4,434.005,0.0,-71.79,0.856,3.72,0.021,1.05,0,0,SENSOR_FAULT,6
231.02,500.0,465.52,0.908,50.051,7,4,115510.0,48395.244,-34.48,0.931,1.02,0.051,0.042,0,0,SENSOR_FAULT,6
231.49,2.199,465.51,1.5,50.081,7,4,509.047,0.0,-34.49,0.931,1.49,0.081,0.55,0,0,SENSOR_FAULT,6
500.0,2.906,653.83,0.984,49.919,8,4,1453.0,258.879,153.83,1.308,270.0,0.081,0.034,0,0,SENSOR_FAULT,6
500.0,2.041,436.1,0.905,50.042,8,4,1020.5,434.133,-63.9,0.872,270.0,0.042,0.045,0,0,SENSOR_FAULT,6
232.12,-5.0,362.01,0.932,50.073,8,4,-1160.6,-420.669,-137.99,0.724,2.12,0.073,0.018,0,0,SENSOR_FAULT,6
229.91,2.641,565.69,-1.0,50.064,8,4,607.192,0.0,65.69,1.131,0.09,0.064,1.95,0,0,SENSOR_FAULT,6
232.06,1.728,365.92,0.912,-10.0,9,4,401.0,164.486,-59.08,0.861,2.06,60.0,0.038,0,0,SENSOR_FAULT,6
231.24,-5.0,462.99,0.901,50.07,9,4,-1156.2,-501.582,37.99,1.089,1.24,0.07,0.049,0,0,SENSOR_FAULT,6
228.44,2.308,497.97,2.0,49.948,9,4,527.24,0.0,72.97,1.172,1.56,0.052,1.05,0,0,SENSOR_FAULT,6
-10.0,1.936,415.59,0.935,49.977,9,4,-19.36,-6.866,-9.41,0.978,240.0,0.023,0.015,0,0,SENSOR_FAULT,6
-10.0,1.646,375.9,0.99,50.046,10,4,-16.46,-2.322,-49.1,0.884,240.0,0.046,0.04,0,0,SENSOR_FAULT,6
229.17,2.165,470.41,1.5,50.043,10,4,496.153,0.0,45.41,1.107,0.83,0.043,0.55,0,0,SENSOR_FAULT,6
227.21,1.933,395.79,2.0,50.014,10,4,439.197,0.0,-29.21,0.931,2.79,0.014,1.05,0,0,SENSOR_FAULT,6
230.26,2.262,478.41,0.918,-10.0,10,4,520.848,206.558,53.41,1.126,0.26,60.0,0.032,0,0,SENSOR_FAULT,6
228.91,2.11,468.81,0.97,100.0,11,4,483.0,117.42,43.81,1.103,1.09,50.0,0.02,0,0,SENSOR_FAULT,6
228.75,1.373,303.62,0.966,100.0,11,4,314.074,81.201,-121.38,0.714,1.25,50.0,0.016,0,0,SENSOR_FAULT,6
0.0,1.876,402.54,0.928,50.045,11,4,0.0,0.0,-22.46,0.947,230.0,0.045,0.022,0,0,SENSOR_FAULT,6
227.81,1.632,343.12,0.923,-10.0,11,4,371.786,143.063,-81.88,0.807,2.19,60.0,0.027,0,0,SENSOR_FAULT,6
229.86,1.375,309.92,-1.0,50.071,12,4,316.058,0.0,-115.08,0.729,0.14,0.071,1.95,0,0,SENSOR_FAULT,6
228.66,-5.0,567.81,0.944,50.043,12,4,-1143.3,-377.227,142.81,1.336,1.34,0.043,0.006,0,0,SENSOR_FAULT,6
231.36,2.482,536.44,0.934,-10.0,12,4,574.236,205.159,111.44,1.262,1.36,60.0,0.016,0,0,SENSOR_FAULT,6
231.53,2.727,581.63,0.921,-10.0,12,4,631.382,245.963,156.63,1.369,1.53,60.0,0.029,0,0,SENSOR_FAULT,6
230.76,1.861,402.84,0.938,100.0,13,4,429.444,148.861,-22.16,0.948,0.76,50.0,0.012,0,0,SENSOR_FAULT,6
228.23,2.3,504.74,2.0,50.009,13,4,524.929,0.0,79.74,1.188,1.77,0.009,1.05,0,0,SENSOR_FAULT,6
230.11,2.536,567.09,1.5,50.016,13,4,583.559,0.0,142.09,1.334,0.11,0.016,0.55,0,0,SENSOR_FAULT,6
225.03,-5.0,464.5,0.935,50.037,13,4,-1125.15,-399.032,39.5,1.093,4.97,0.037,0.015,0,0,SENSOR_FAULT,6
-10.0,1.373,311.9,0.977,49.982,14,4,-13.73,-2.928,-113.1,0.734,240.0,0.018,0.027,0,0,SENSOR_FAULT,6
500.0,1.422,297.1,0.903,50.096,14,4,711.0,305.474,-127.9,0.699,270.0,0.096,0.047,0,0,SENSOR_FAULT,6
230.08,1.394,295.14,2.0,49.981,14,4,320.732,0.0,-129.86,0.694,0.08,0.019,1.05,0,0,SENSOR_FAULT,6
232.96,1.794,409.79,1.5,50.026,14,4,417.93,0.0,-15.21,0.964,2.96,0.026,0.55,0,0,SENSOR_FAULT,6
233.25,500.0,383.92,0.939,49.971,15,4,116625.0,40109.337,-41.08,0.903,3.25,0.029,0.011,0,0,SENSOR_FAULT,6
232.62,2.53,575.83,0.978,100.0,15,4,588.529,122.77,150.83,1.355,2.62,50.0,0.028,0,0,SENSOR_FAULT,6
-10.0,2.426,515.79,0.924,49.959,15,4,-24.26,-9.277,90.79,1.214,240.0,0.041,0.026,0,0,SENSOR_FAULT,6
226.6,-5.0,462.93,0.927,50.027,15,4,-1133.0,-424.944,37.93,1.089,3.4,0.027,0.023,0,0,SENSOR_FAULT,6
231.72,2.568,543.24,1.5,49.937,16,4,595.057,0.0,118.24,1.278,1.72,0.063,0.55,0,0,SENSOR_FAULT,6
229.64,500.0,310.04,0.989,50.003,16,4,114820.0,16983.66,-114.96,0.73,0.36,0.003,0.039,0,0,SENSOR_FAULT,6
228.44,-5.0,428.43,0.942,49.961,16,4,-1142.2,-383.337,3.43,1.008,1.56,0.039,0.008,0,0,SENSOR_FAULT,6
0.0,2.644,578.06,0.947,49.951,16,4,0.0,0.0,153.06,1.36,230.0,0.049,0.003,0,0,SENSOR_FAULT,6
500.0,3.218,672.2,0.919,50.053,17,4,1609.0,634.36,-77.8,0.896,270.0,0.053,0.031,0,0,SENSOR_FAULT,6
233.57,3.542,789.63,-1.0,49.952,17,4,827.305,0.0,39.63,1.053,3.57,0.048,1.95,0,0,SENSOR_FAULT,6
0.0,2.524,557.88,0.961,49.961,17,4,0.0,0.0,-192.12,0.744,230.0,0.039,0.011,0,0,SENSOR_FAULT,6
231.18,500.0,1026.29,0.937,49.947,17,4,115590.0,40378.98,276.29,1.368,1.18,0.053,0.013,0,0,SENSOR_FAULT,6
232.66,500.0,878.37,0.977,50.052,18,4,116330.0,24806.128,128.37,1.171,2.66,0.052,0.027,0,0,SENSOR_FAULT,6
227.9,500.0,824.29,0.918,49.946,18,4,113950.0,45190.335,74.29,1.099,2.1,0.054,0.032,0,0,SENSOR_FAULT,6
228.01,500.0,544.35,0.911,50.005,18,4,114005.0,47016.386,-205.65,0.726,1.99,0.005,0.039,0,0,SENSOR_FAULT,6
231.48,3.544,782.7,1.5,49.984,18,4,820.365,0.0,32.7,1.044,1.48,0.016,0.55,0,0,SENSOR_FAULT,6
-10.0,3.13,661.88,0.924,49.968,19,4,-31.3,-11.969,-88.12,0.883,240.0,0.032,0.026,0,0,SENSOR_FAULT,6
231.25,3.183,726.58,2.0,50.014,19,4,736.069,0.0,-23.42,0.969,1.25,0.014,1.05,0,0,SENSOR_FAULT,6
229.44,3.563,752.33,1.5,50.016,19,4,817.495,0.0,2.33,1.003,0.56,0.016,0.55,0,0,SENSOR_FAULT,6
230.07,3.554,761.82,2.0,50.004,19,4,817.669,0.0,11.82,1.016,0.07,0.004,1.05,0,0,SENSOR_FAULT,6
500.0,2.383,510.17,0.923,49.943,20,4,1191.5,458.489,-239.83,0.68,270.0,0.057,0.027,0,0,SENSOR_FAULT,6
230.38,2.932,643.1,2.0,50.051,20,4,675.474,0.0,-106.9,0.857,0.38,0.051,1.05,0,0,SENSOR_FAULT,6
228.91,-5.0,665.86,0.968,50.016,20,4,-1144.55,-287.225,-84.14,0.888,1.09,0.016,0.018,0,0,SENSOR_FAULT,6
228.94,3.785,812.04,-1.0,50.072,20,4,866.538,0.0,62.04,1.083,1.06,0.072,1.95,0,0,SENSOR_FAULT,6
231.81,4.173,919.12,2.0,50.091,21,4,967.343,0.0,169.12,1.225,1.81,0.091,1.05,0,0,SENSOR_FAULT,6
0.0,3.543,790.56,0.982,50.02,21,4,0.0,0.0,40.56,1.054,230.0,0.02,0.032,0,0,SENSOR_FAULT,6
230.0,3.914,839.91,0.933,100.0,21,4,900.22,323.968,89.91,1.12,0.0,50.0,0.017,0,0,SENSOR_FAULT,6
500.0,2.446,507.52,0.911,50.089,21,4,1223.0,504.373,-242.48,0.677,270.0,0.089,0.039,0,0,SENSOR_FAULT,6
231.27,1.23,278.39,0.979,100.0,22,4,284.462,57.991,-71.61,0.795,1.27,50.0,0.029,0,0,SENSOR_FAULT,6
228.92,2.098,444.71,0.926,-10.0,22,4,480.274,181.315,94.71,1.271,1.08,60.0,0.024,0,0,SENSOR_FAULT,6
229.21,-5.0,380.57,0.922,50.049,22,4,-1146.05,-443.739,30.57,1.087,0.79,0.049,0.028,0,0,SENSOR_FAULT,6
229.78,1.757,379.53,0.94,-10.0,22,4,403.723,137.74,29.53,1.084,0.22,60.0,0.01,0,0,SENSOR_FAULT,6
231.83,500.0,297.21,0.944,49.986,23,4,115915.0,38245.627,-52.79,0.849,1.83,0.014,0.006,0,0,SENSOR_FAULT,6
0.0,1.402,303.69,0.946,50.018,23,4,0.0,0.0,-46.31,0.868,230.0,0.018,0.004,0,0,SENSOR_FAULT,6
230.09,1.355,296.51,2.0,50.036,23,4,311.772,0.0,-53.49,0.847,0.09,0.036,1.05,0,0,SENSOR_FAULT,6
229.2,1.9,415.65,0.954,-10.0,23,4,435.48,130.56,65.65,1.188,0.8,60.0,0.004,0,0,SENSOR_FAULT,6
-10.0,0.786,171.52,0.956,49.97,0,5,-7.86,-2.306,41.52,1.319,240.0,0.03,0.006,1,0,SENSOR_FAULT,6
230.16,0.438,91.13,-1.0,50.036,0,5,100.81,0.0,-38.87,0.701,0.16,0.036,1.95,1,0,SENSOR_FAULT,6
230.65,500.0,106.28,0.908,49.98,0,5,115325.0,48317.734,-23.72,0.818,0.65,0.02,0.042,1,0,SENSOR_FAULT,6
500.0,0.804,176.92,0.956,50.006,0,5,402.0,117.933,46.92,1.361,270.0,0.006,0.006,1,0,SENSOR_FAULT,6
228.98,0.634,143.52,1.5,49.936,1,5,145.173,0.0,13.52,1.104,1.02,0.064,0.55,1,0,SENSOR_FAULT,6
231.51,0.738,155.17,-1.0,50.025,1,5,170.854,0.0,25.17,1.194,1.51,0.025,1.95,1,0,SENSOR_FAULT,6
228.56,0.486,110.02,-1.0,50.001,1,5,111.08,0.0,-19.98,0.846,1.44,0.001,1.95,1,0,SENSOR_FAULT,6
230.49,0.509,108.22,0.923,-10.0,1,5,117.319,45.145,-21.78,0.832,0.49,60.0,0.027,1,0,SENSOR_FAULT,6
229.06,0.483,100.13,0.904,100.0,2,5,110.636,47.3,-29.87,0.77,0.94,50.0,0.046,1,0,SENSOR_FAULT,6
227.79,-5.0,77.3,0.946,49.99,2,5,-1138.95,-369.21,-52.7,0.595,2.21,0.01,0.004,1,0,SENSOR_FAULT,6
227.71,500.0,100.99,0.926,49.949,2,5,113855.0,42982.939,-29.01,0.777,2.29,0.051,0.024,1,0,SENSOR_FAULT,6
228.97,0.72,157.15,-1.0,50.048,2,5,164.858,0.0,27.15,1.209,1.03,0.048,1.95,1,0,SENSOR_FAULT,6
230.49,-5.0,139.32,0.99,49.967,3,5,-1152.45,-162.573,9.32,1.072,0.49,0.033,0.04,1,0,SENSOR_FAULT,6
229.82,0.579,127.61,2.0,49.995,3,5,133.066,0.0,-2.39,0.982,0.18,0.005,1.05,1,0,SENSOR_FAULT,6
230.47,0.432,91.51,1.5,49.975,3,5,99.563,0.0,-38.49,0.704,0.47,0.025,0.55,1,0,SENSOR_FAULT,6
232.83,0.455,96.2,0.908,100.0,3,5,105.938,44.385,-33.8,0.74,2.83,50.0,0.042,1,0,SENSOR_FAULT,6
229.21,0.632,134.66,0.929,100.0,4,5,144.861,53.61,4.66,1.036,0.79,50.0,0.021,1,0,SENSOR_FAULT,6
500.0,0.688,143.08,0.914,50.039,4,5,344.0,139.566,13.08,1.101,270.0,0.039,0.036,1,0,SENSOR_FAULT,6
0.0,0.463,99.99,0.932,50.022,4,5,0.0,0.0,-30.01,0.769,230.0,0.022,0.018,1,0,SENSOR_FAULT,6
500.0,0.804,179.19,0.955,49.917,4,5,402.0,119.236,49.19,1.378,270.0,0.083,0.005,1,0,SENSOR_FAULT,6
227.81,0.325,68.14,0.92,-10.0,5,5,74.038,29.017,-61.86,0.524,2.19,60.0,0.03,1,0,SENSOR_FAULT,6
227.64,0.397,84.4,1.5,49.921,5,5,90.373,0.0,-45.6,0.649,2.36,0.079,0.55,1,0,SENSOR_FAULT,6
-10.0,0.513,116.12,0.985,49.924,5,5,-5.13,-0.885,-13.88,0.893,240.0,0.076,0.035,1,0,SENSOR_FAULT,6
228.21,0.638,132.93,2.0,49.998,5,5,145.598,0.0,2.93,1.023,1.79,0.002,1.05,1,0,SENSOR_FAULT,6
228.44,1.827,401.28,2.0,50.033,6,5,417.36,0.0,-98.72,0.803,1.56,0.033,1.05,0,0,SENSOR_FAULT,6
227.23,2.439,547.93,2.0,50.015,6,5,554.214,0.0,47.93,1.096,2.77,0.015,1.05,0,0,SENSOR_FAULT,6
0.0,2.963,651.68,0.946,50.001,6,5,0.0,0.0,151.68,1.303,230.0,0.001,0.004,0,0,SENSOR_FAULT,6
231.13,2.095,469.87,-1.0,49.959,6,5,484.217,0.0,-30.13,0.94,1.13,0.041,1.95,0,0,SENSOR_FAULT,6
-10.0,3.156,683.32,0.937,49.933,7,5,-31.56,-11.025,183.32,1.367,240.0,0.067,0.013,0,0,SENSOR_FAULT,6
232.29,500.0,683.0,0.916,50.008,7,5,116145.0,46594.85,183.0,1.366,2.29,0.008,0.034,0,0,SENSOR_FAULT,6
230.66,-5.0,588.34,0.939,49.975,7,5,-1153.3,-396.64,88.34,1.177,0.66,0.025,0.011,0,0,SENSOR_FAULT,6
228.36,-5.0,593.07,0.947,50.036,7,5,-1141.8,-366.784,93.07,1.186,1.64,0.036,0.003,0,0,SENSOR_FAULT,6
231.48,-5.0,558.37,0.963,49.93,8,5,-1157.4,-311.921,58.37,1.117,1.48,0.07,0.013,0,0,SENSOR_FAULT,6
0.0,2.584,543.26,0.911,49.912,8,5,0.0,0.0,43.26,1.087,230.0,0.088,0.039,0,0,SENSOR_FAULT,6
230.82,2.903,654.31,1.5,50.135,8,5,670.07,0.0,154.31,1.309,0.82,0.135,0.55,0,0,SENSOR_FAULT,6
233.56,1.957,447.06,0.978,100.0,8,5,457.077,95.348,-52.94,0.894,3.56,50.0,0.028,0,0,SENSOR_FAULT,6
231.26,2.108,472.98,2.0,49.988,9,5,487.496,0.0,47.98,1.113,1.26,0.012,1.05,0,0,SENSOR_FAULT,6
232.45,2.424,544.7,0.967,100.0,9,5,563.459,143.556,119.7,1.282,2.45,50.0,0.017,0,0,SENSOR_FAULT,6
228.62,2.706,567.87,0.918,-10.0,9,5,618.646,245.343,142.87,1.336,1.38,60.0,0.032,0,0,SENSOR_FAULT,6
229.23,2.132,454.54,0.93,100.0,9,5,488.718,179.633,29.54,1.07,0.77,50.0,0.02,0,0,SENSOR_FAULT,6
229.35,-5.0,527.36,0.972,50.089,10,5,-1146.75,-269.464,102.36,1.241,0.65,0.089,0.022,0,0,SENSOR_FAULT,6
233.08,500.0,351.56,0.904,49.92,10,5,116540.0,49824.632,-73.44,0.827,3.08,0.08,0.046,0,0,SENSOR_FAULT,6
227.68,2.112,444.74,0.925,100.0,10,5,480.86,182.711,19.74,1.046,2.32,50.0,0.025,0,0,SENSOR_FAULT,6
233.17,2.116,474.41,0.961,100.0,10,5,493.388,136.446,49.41,1.116,3.17,50.0,0.011,0,0,SENSOR_FAULT,6
228.7,500.0,317.19,0.977,50.029,11,5,114350.0,24383.914,-107.81,0.746,1.3,0.029,0.027,0,0,SENSOR_FAULT,6
231.24,1.802,410.19,2.0,50.064,11,5,416.694,0.0,-14.81,0.965,1.24,0.064,1.05,0,0,SENSOR_FAULT,6
227.17,500.0,486.38,0.943,49.986,11,5,113585.0,37800.262,61.38,1.144,2.83,0.014,0.007,0,0,SENSOR_FAULT,6
230.68,1.761,399.04,-1.0,50.08,11,5,406.227,0.0,-25.96,0.939,0.68,0.08,1.95,0,0,SENSOR_FAULT,6
232.4,1.158,246.92,0.917,-10.0,12,5,269.119,107.348,-178.08,0.581,2.4,60.0,0.033,0,0,SENSOR_FAULT,6
-10.0,1.165,239.72,0.904,49.939,12,5,-11.65,-4.981,-185.28,0.564,240.0,0.061,0.046,0,0,SENSOR_FAULT,6
228.72,1.521,334.52,0.962,100.0,12,5,347.883,94.989,-90.48,0.787,1.28,50.0,0.012,0,0,SENSOR_FAULT,6
-10.0,2.269,474.52,0.907,49.957,12,5,-22.69,-9.555,49.52,1.117,240.0,0.043,0.043,0,0,SENSOR_FAULT,6
225.39,-5.0,457.71,0.972,50.003,13,5,-1126.95,-264.812,32.71,1.077,4.61,0.003,0.022,0,0,SENSOR_FAULT,6
231.38,1.384,293.71,1.5,50.019,13,5,320.23,0.0,-131.29,0.691,1.38,0.019,0.55,0,0,SENSOR_FAULT,6
500.0,2.706,582.76,0.941,50.055,13,5,1353.0,457.864,157.76,1.371,270.0,0.055,0.009,0,0,SENSOR_FAULT,6
231.31,2.286,487.07,-1.0,49.947,13,5,528.775,0.0,62.07,1.146,1.31,0.053,1.95,0,0,SENSOR_FAULT,6
226.62,-5.0,275.24,0.926,49.99,14,5,-1133.1,-427.772,-149.76,0.648,3.38,0.01,0.024,0,0,SENSOR_FAULT,6
0.0,1.951,415.19,0.931,50.041,14,5,0.0,0.0,-9.81,0.977,230.0,0.041,0.019,0,0,SENSOR_FAULT,6
229.84,1.954,421.2,2.0,49.997,14,5,449.107,0.0,-3.8,0.991,0.16,0.003,1.05,0,0,SENSOR_FAULT,6
0.0,1.992,428.97,0.941,50.052,14,5,0.0,0.0,3.97,1.009,230.0,0.052,0.009,0,0,SENSOR_FAULT,6
233.91,2.486,571.27,1.5,49.981,15,5,581.5,0.0,146.27,1.344,3.91,0.019,0.55,0,0,SENSOR_FAULT,6
227.92,-5.0,519.94,0.937,50.032,15,5,-1139.6,-398.096,94.94,1.223,2.08,0.032,0.013,0,0,SENSOR_FAULT,6
500.0,1.843,415.72,0.97,50.036,15,5,921.5,224.021,-9.28,0.978,270.0,0.036,0.02,0,0,SENSOR_FAULT,6
227.59,2.037,434.84,0.938,100.0,15,5,463.601,160.7,9.84,1.023,2.41,50.0,0.012,0,0,SENSOR_FAULT,6
500.0,1.659,370.38,0.979,50.03,16,5,829.5,169.102,-54.62,0.871,270.0,0.03,0.029,0,0,SENSOR_FAULT,6
229.63,1.669,370.5,1.5,50.018,16,5,383.252,0.0,-54.5,0.872,0.37,0.018,0.55,0,0,SENSOR_FAULT,6
-10.0,1.758,378.15,0.95,50.031,16,5,-17.58,-5.489,-46.85,0.89,240.0,0.031,0.0,0,0,SENSOR_FAULT,6
227.23,-5.0,392.93,0.938,50.057,16,5,-1136.15,-393.83,-32.07,0.925,2.77,0.057,0.012,0,0,SENSOR_FAULT,6
231.53,2.459,539.36,1.5,49.971,17,5,569.332,0.0,-210.64,0.719,1.53,0.029,0.55,0,0,SENSOR_FAULT,6
231.53,500.0,701.11,0.931,50.0,17,5,115765.0,42256.445,-48.89,0.935,1.53,0.0,0.019,0,0,SENSOR_FAULT,6
228.9,3.838,798.19,1.5,50.013,17,5,878.518,0.0,48.19,1.064,1.1,0.013,0.55,0,0,SENSOR_FAULT,6
228.21,500.0,848.39,0.948,50.031,17,5,114105.0,36316.235,98.39,1.131,1.79,0.031,0.002,0,0,SENSOR_FAULT,6
225.9,4.455,925.7,-1.0,49.969,18,5,1006.385,0.0,175.7,1.234,4.1,0.031,1.95,0,0,SENSOR_FAULT,6
227.44,3.904,870.5,-1.0,50.041,18,5,887.926,0.0,120.5,1.161,2.56,0.041,1.95,0,0,SENSOR_FAULT,6
-10.0,3.055,659.96,0.945,49.967,18,5,-30.55,-9.992,-90.04,0.88,240.0,0.033,0.005,0,0,SENSOR_FAULT,6
